,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
0,-66.8247756958,-66.6586837769,-66.4920578003,-66.3254089355,-66.1588973999,-65.9924163818,-65.8397216797,-65.8089675903,-65.7759399414,-65.7429885864,-65.710105896,-65.6772918701,-65.6441116333,-65.6087188721,-65.5727996826,-65.5369567871,-65.5011901855,-65.4654998779,-65.418762207,-65.367980957,-65.2957305908,-65.2108840942,-65.126159668,-65.0773696899,-65.0427703857,-65.0082397461,-64.9541320801,-64.8879089355,-64.7763061523,-64.6417922974,-64.6486129761,-64.6024703979,-64.4358673096,-64.2697677612,-64.1046295166,-63.9420623779,-63.8978118896,-63.9129333496,-63.9311714172,-63.9493293762,-63.9673995972,-63.9858932495,-64.0057373047,-64.0757446289,-64.2288208008,-64.3794784546,-64.527053833,-64.6742401123,-64.8197555542,-64.9626617432,-65.1054840088,-65.2482299805,-65.3909072876,-65.5335083008,-65.67603302,-65.8184814453,-65.9608535767,-66.0763473511,-66.1832733154,-66.2871170044,-66.390914917,-66.4946517944,-66.6126861572,-66.7793273926,-66.9445419312,-67.1077041626,-67.270980835,-67.4343490601,-67.5976791382,-67.7610397339,-67.9244232178,-68.0882492065,-68.2543640137,-68.4205093384,-68.4730987549,-68.4590682983,-68.445022583,-68.4309234619,-68.4166717529,-68.4024047852,-68.3881072998,-68.3737945557,-68.3594512939,-68.345085144,-68.3306884766,-68.3162689209,-68.3018264771,-68.2896652222,-68.2786102295,-68.2707672119,-68.263710022,-68.2520370483,-68.1838302612,-68.0740814209,-67.9466018677,-67.8550109863,-67.8033752441,-67.7521591187,-67.7009658813,-67.6477279663,-67.6176605225,-67.5913619995,-67.5650024414,-67.5385971069,-67.4998321533,-67.4536361694,-67.4069595337,-67.3601837158,-67.3133163452,-67.2531890869,-67.185836792,-67.1183624268,-67.0507507324,-66.9809188843,-66.9120483398,-66.8431091309,-66.8247756958
1,21.8542518616,21.8406219482,21.8389091492,21.8392505646,21.8322753906,21.8246440887,21.7968177795,21.6330223083,21.4696598053,21.3062839508,21.1428928375,20.9794883728,20.8161563873,20.6532974243,20.4905452728,20.3277797699,20.1649951935,20.0021953583,19.8423690796,19.6836261749,19.534532547,19.3910827637,19.2475547791,19.0900306702,18.9269943237,18.7639446259,18.6076412201,18.4552135468,18.3869190216,18.3422985077,18.1850280762,18.0504684448,18.0468521118,18.0346088409,18.0120868683,17.9773464203,17.8457946777,17.6798152924,17.5141525269,17.3484783173,17.1827945709,17.0171604156,16.8516807556,16.729642868,16.6647663116,16.5934925079,16.5160636902,16.4378700256,16.3567218781,16.27094841,16.1850471497,16.0990219116,16.0128726959,15.9265966415,15.8401994705,15.7536792755,15.6670360565,15.5478668213,15.4201192856,15.2897558212,15.1593570709,15.0289115906,14.9288797379,14.9318084717,14.9487848282,14.9821987152,15.0155963898,15.0486125946,15.0817813873,15.1148118973,15.1477193832,15.1775770187,15.1911239624,15.2043504715,15.3166284561,15.4827032089,15.6487770081,15.8148460388,15.9809017181,16.1469573975,16.3130092621,16.4790592194,16.6451072693,16.8111553192,16.9771995544,17.1432418823,17.3092803955,17.4754962921,17.6417942047,17.8082752228,17.9747924805,18.1399745941,18.2916145325,18.416683197,18.5240154266,18.6540927887,18.8125572205,18.9711589813,19.1297683716,19.2877006531,19.4512329102,19.6158103943,19.780380249,19.944940567,20.1068000793,20.2669353485,20.4269313812,20.5869007111,20.7468414307,20.9019412994,21.0543937683,21.2067871094,21.3591270447,21.5104560852,21.6622257233,21.8139667511,21.8542518616
