,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302
0,-66.9108352661,-66.9884872437,-67.0560379028,-67.0610656738,-67.1761322021,-67.2986068726,-67.3554992676,-67.4121170044,-67.4684677124,-67.5245437622,-67.5803527832,-67.6359024048,-67.6911773682,-67.7357559204,-67.6357879639,-67.5361328125,-67.4332427979,-67.3227310181,-67.2125167847,-67.1026077271,-66.9929885864,-66.8836746216,-66.7746582031,-66.6659317017,-66.557510376,-66.4493789673,-66.3415374756,-66.2340011597,-66.1267471313,-66.0197906494,-65.9131317139,-65.8067550659,-65.7006759644,-65.7601699829,-65.8301010132,-65.9079971313,-65.993347168,-66.0859909058,-66.1854324341,-66.2911987305,-66.4028320312,-66.5199127197,-66.6420288086,-66.7687988281,-66.8998641968,-67.0349121094,-67.1735992432,-67.3156356812,-67.4607467651,-67.6086120605,-67.7590637207,-67.9118728638,-68.0667953491,-68.2235870361,-68.3820724487,-68.5421218872,-68.7035522461,-68.8661956787,-69.0298233032,-69.1943054199,-69.3595199585,-69.5253143311,-69.6915435791,-69.8580627441,-70.0247039795,-70.1913452148,-70.357925415,-70.516204834,-70.6448516846,-70.7488632202,-70.8586273193,-70.9739303589,-71.0912094116,-71.162940979,-71.2418441772,-71.3180847168,-71.4015579224,-71.4916152954,-71.4617462158,-71.4276733398,-71.4000167847,-71.381149292,-71.3721237183,-71.3731613159,-71.3834152222,-71.4036483765,-71.4334716797,-71.4655609131,-71.5043411255,-71.5482635498,-71.5956268311,-71.6510009766,-71.7149658203,-71.7871398926,-71.8671112061,-71.9544830322,-72.0488510132,-72.1498184204,-72.2569732666,-72.3699569702,-72.4883728027,-72.6118621826,-72.7400894165,-72.8727035522,-73.0093994141,-73.1498565674,-73.2937850952,-73.44090271,-73.5909347534,-73.7242202759,-73.8550872803,-73.9901885986,-74.129196167,-74.2718200684,-74.4177627563,-74.5667572021,-74.7185287476,-74.8728103638,-75.0293502808,-75.1879119873,-75.3260421753,-75.4613876343,-75.6006622314,-75.7435684204,-75.8898010254,-76.0390853882,-76.1911468506,-76.3457260132,-76.5007476807,-76.6272125244,-76.7582702637,-76.8936004639,-77.0328903198,-77.1758346558,-77.1794662476,-77.1013183594,-77.0312194824,-76.969291687,-76.9114074707,-76.8601074219,-76.817779541,-76.7846221924,-76.7607574463,-76.7462615967,-76.7093276978,-76.6428375244,-76.6860351562,-76.8526916504,-77.0193557739,-77.1860198975,-77.352684021,-77.5193557739,-77.6860198975,-77.852684021,-78.0193481445,-78.1860198975,-78.352684021,-78.5193481445,-78.6860122681,-78.8526763916,-79.0193405151,-79.1859970093,-79.2841415405,-79.3805236816,-79.4764633179,-79.4951858521,-79.5138549805,-79.5399398804,-79.5782012939,-79.5880966187,-79.5723419189,-79.5387039185,-79.5097045898,-79.4985427856,-79.5590896606,-79.620552063,-79.6849594116,-79.7120437622,-79.7067718506,-79.7029037476,-79.6904296875,-79.7015457153,-79.7563247681,-79.8058624268,-79.9071731567,-80.0567092896,-80.2132415771,-80.3659133911,-80.5209197998,-80.6746673584,-80.8203735352,-80.9583282471,-81.091506958,-81.1995544434,-81.3334350586,-81.4934082031,-81.6592559814,-81.8251876831,-81.9918136597,-82.1581726074,-82.3239974976,-82.4901885986,-82.6568527222,-82.8213195801,-82.9878845215,-83.1544799805,-83.3204193115,-83.4854202271,-83.6496047974,-83.8115997314,-83.9736099243,-84.1306610107,-84.286819458,-84.4430465698,-84.5981063843,-84.7509078979,-84.9007492065,-85.0503387451,-85.2001953125,-85.3503036499,-85.50050354,-85.6510772705,-85.7983551025,-85.9428253174,-86.0878982544,-86.2334136963,-86.3790206909,-86.5247421265,-86.5257034302,-86.4843444824,-86.4342498779,-86.375617981,-86.3086853027,-86.2336883545,-86.1941299438,-86.2639541626,-86.4258804321,-86.5860900879,-86.7210998535,-86.8567276001,-86.9964447021,-87.1399383545,-87.2869110107,-87.4370651245,-87.5901031494,-87.7457427979,-87.9036941528,-88.0636749268,-88.2254180908,-88.3891220093,-88.5556182861,-88.722114563,-88.8886260986,-89.0551452637,-89.2216720581,-89.3882064819,-89.5547485352,-89.7212982178,-89.8878555298,-90.0544204712,-90.220993042,-90.3875656128,-90.5536956787,-90.7189941406,-90.884262085,-91.0495071411,-91.2158355713,-91.3818054199,-91.5470504761,-91.7113037109,-91.8742828369,-92.035774231,-92.1954879761,-92.3531341553,-92.5084915161,-92.6613464355,-92.8113250732,-92.9670028687,-93.1172485352,-93.2580032349,-93.4024734497,-93.5620422363,-93.7286987305,-93.8953552246,-94.0620117188,-94.2286758423,-94.3953399658,-94.5620040894,-94.7286682129,-94.8953323364,-95.06199646,-95.2286682129,-95.3953323364,-95.56199646,-95.7286682129,-95.8953323364,-96.06199646,-96.2286605835,-96.3953323364,-96.56199646,-96.7286605835,-96.8919372559,-97.0567626953
1,44.7690315247,44.6318778992,44.4917526245,44.338104248,44.2234039307,44.1326560974,43.9760017395,43.8192443848,43.6623916626,43.505443573,43.348400116,43.1912612915,43.0340309143,42.8783340454,42.7449798584,42.6113891602,42.4804458618,42.355682373,42.2306594849,42.1053733826,41.9798240662,41.8540153503,41.7279510498,41.6016273499,41.4750518799,41.3482246399,41.2211456299,41.0938186646,40.9662437439,40.8384208679,40.710357666,40.5820503235,40.453502655,40.2988739014,40.1476097107,40.0002861023,39.8571548462,39.7186317444,39.584903717,39.4561157227,39.3323783875,39.2137794495,39.1003723145,38.9921951294,38.8892631531,38.7916030884,38.6991844177,38.6120071411,38.5300483704,38.4531745911,38.3814811707,38.3149642944,38.2535324097,38.1970367432,38.1454811096,38.0990142822,38.057598114,38.0212173462,37.9895706177,37.962677002,37.940788269,37.9238586426,37.911895752,37.9048843384,37.9027404785,37.9054069519,37.9105606079,37.8655128479,37.7692756653,37.6390686035,37.513671875,37.3933486938,37.2759170532,37.1254997253,36.9787254333,36.8305397034,36.6863021851,36.5460739136,36.3872451782,36.2241210938,36.0597763062,35.8942108154,35.727809906,35.5611724854,35.3948478699,35.2294387817,35.0654792786,34.9019508362,34.7398834229,34.5791244507,34.4193382263,34.2621650696,34.1082839966,33.9580764771,33.811870575,33.6699638367,33.5326080322,33.4000244141,33.2723922729,33.1498832703,33.0326194763,32.920715332,32.8142585754,32.7133369446,32.6180076599,32.5283050537,32.4442863464,32.3659858704,32.2934303284,32.1954345703,32.0922546387,31.9946670532,31.9027423859,31.816526413,31.7360687256,31.6614055634,31.5925521851,31.5295238495,31.4723453522,31.4210529327,31.3314495087,31.2342166901,31.1426944733,31.0569419861,30.9770050049,30.902923584,30.834728241,30.7724475861,30.7129840851,30.6044483185,30.5015068054,30.4042453766,30.3127441406,30.2270679474,30.1071834564,29.9599952698,29.8088092804,29.6541004181,29.4978160858,29.3392658234,29.1780853271,29.0147724152,28.8498477936,28.6838340759,28.5227813721,28.3700256348,28.2870960236,28.288476944,28.2896537781,28.2906265259,28.2913951874,28.2919616699,28.2923240662,28.2924842834,28.2924404144,28.2921924591,28.2917423248,28.2910881042,28.2902297974,28.2891693115,28.2879066467,28.2864379883,28.1536045074,28.0176334381,27.8814296722,27.7158184052,27.550201416,27.3860054016,27.2240371704,27.0578536987,26.8922481537,26.7291584015,26.5652389526,26.3994922638,26.2453289032,26.090883255,25.9375324249,25.7732696533,25.6075725555,25.4409828186,25.2757911682,25.1099414825,24.9539852142,24.7948532104,24.6848373413,24.6113796234,24.5544319153,24.4882392883,24.427444458,24.3635463715,24.2834396362,24.1899223328,24.0902061462,23.9674072266,23.8962726593,23.849527359,23.8343791962,23.8187026978,23.817949295,23.8277053833,23.844373703,23.8538208008,23.8537845612,23.8277492523,23.8234062195,23.8280792236,23.8407974243,23.8642883301,23.892786026,23.9316444397,23.9707775116,24.0260639191,24.084312439,24.1423778534,24.2034473419,24.2699241638,24.342874527,24.4163742065,24.4893112183,24.5617389679,24.6339740753,24.7054157257,24.7831420898,24.8662433624,24.9482784271,25.0295524597,25.1106357574,25.191526413,25.3390140533,25.5004463196,25.6593856812,25.8153762817,25.9679908752,26.1168060303,26.2633724213,26.4139404297,26.4533843994,26.4992790222,26.4158878326,26.3190422058,26.2282028198,26.1434516907,26.0648822784,25.9925785065,25.926607132,25.8670196533,25.813867569,25.7671871185,25.7270259857,25.6995544434,25.7071418762,25.7145366669,25.7217407227,25.7287540436,25.7355766296,25.7422084808,25.7486515045,25.754901886,25.7609615326,25.766828537,25.7725067139,25.7779941559,25.7738571167,25.7525310516,25.7310123444,25.7093029022,25.7153205872,25.7303562164,25.7519931793,25.7802181244,25.8150005341,25.8561820984,25.9037723541,25.9578304291,26.0181484222,26.0845603943,26.1572227478,26.2138309479,26.1976356506,26.1084098816,26.0253238678,25.9984893799,26.0004119873,26.0021419525,26.0036792755,26.0050239563,26.0061779022,26.0071372986,26.0079078674,26.0084838867,26.0088691711,26.0090618134,26.0090618134,26.0088710785,26.0089588165,26.0094852448,26.0098209381,26.0099639893,26.0099143982,26.0096740723,26.0092411041,25.9849014282,25.9638442993
