,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
0,-152.967956543,-153.064727783,-153.168258667,-153.27822876,-153.393676758,-153.514709473,-153.641159058,-153.772705078,-153.908920288,-154.049316406,-154.193527222,-154.335922241,-154.48210144,-154.631652832,-154.784317017,-154.933273315,-155.082397461,-155.234268188,-155.388931274,-155.546203613,-155.705749512,-155.861679077,-156.002563477,-156.147415161,-156.295883179,-156.447616577,-156.602279663,-156.759521484,-156.919052124,-157.08052063,-157.243621826,-157.400466919,-157.546142578,-157.69519043,-157.847427368,-158.002365112,-158.159179688,-158.318313599,-158.479431152,-158.642242432,-158.806411743,-158.97164917,-159.137664795,-159.304138184,-159.470794678,-159.610626221,-159.746231079,-159.886184692,-160.030136108,-160.177749634,-162.985626221,-162.937286377,-162.861038208,-162.913497925,-163.003189087,-162.992477417,-162.941574097,-162.974151611,-162.883880615,-162.947738647,-162.819015503,-162.68548584,-162.547470093,-162.405303955,-162.259292603,-162.109771729,-161.957061768,-161.801498413,-161.6434021,-161.483108521,-161.32093811,-161.157226562,-160.992294312,-160.826446533,-160.66003418,-160.493392944,-160.326843262,-160.160720825,-159.995330811,-159.83102417,-159.681304932,-159.528900146,-159.373580933,-159.256713867,-159.198196411,-159.132919312,-159.060058594,-158.979812622,-158.894348145,-158.8021698,-158.703292847,-158.598022461,-158.486633301,-158.369400024,-158.246658325,-158.118728638,-157.98588562,-157.848434448,-157.706695557,-157.565444946,-157.421432495,-157.273651123,-157.122451782,-156.968139648,-156.811080933,-156.651611328,-156.490081787,-156.326828003,-156.162216187,-155.996566772,-155.83026123,-155.663635254,-155.497055054,-155.330841064,-155.165374756,-155.00100708,-154.838058472,-154.676879883,-154.51776123,-154.361099243,-154.207244873,-154.056427002,-153.908996582,-153.765380859,-153.625793457,-153.49029541,-153.350097656,-153.202896118,-153.059509277,-152.920257568,-152.784927368,-152.653747559,-152.524780273,-152.399917603,-152.280319214,-152.165557861,-152.056442261,-151.953536987,-151.857147217,-151.76751709,-151.684951782,-151.609191895,-151.540252686,-151.479034424,-151.425750732,-151.380584717,-151.343582153,-151.314056396,-151.292984009,-151.280548096,-151.276824951,-151.281860352,-151.295639038,-151.318145752,-151.349349976,-151.389129639,-151.43737793,-151.493942261,-151.558654785,-151.631286621,-151.711608887,-151.799362183,-151.894241333,-151.99597168,-152.104217529,-152.207138062,-152.311386108,-152.420730591,-152.535476685,-152.655426025,-152.78012085,-152.908813477,-152.967956543
1,22.5816707611,22.7173423767,22.8479290009,22.9731464386,23.0933322906,23.2078971863,23.3164329529,23.4187469482,23.5147743225,23.6045436859,23.6880664825,23.7746353149,23.8546886444,23.9282150269,23.9950466156,24.0692138672,24.1436195374,24.2122402191,24.2743225098,24.3294467926,24.3775806427,24.431438446,24.520450592,24.6028652191,24.6785640717,24.7474861145,24.8095645905,24.8647422791,24.9129619598,24.9541969299,24.9884223938,25.0367794037,25.1177272797,25.1922721863,25.2600822449,25.3214588165,25.3778686523,25.4273757935,25.469953537,25.5055770874,25.5342235565,25.5558834076,25.5705375671,25.5781822205,25.5788173676,25.6559677124,25.7528419495,25.8433151245,25.9272766113,26.0046234131,21.4990539551,21.2798862457,21.0601768494,20.8961391449,20.6617012024,20.2805728912,19.9172134399,19.6918697357,19.36095047,19.1886081696,19.0827674866,18.9830627441,18.8896503448,18.8026924133,18.722360611,18.6487636566,18.5820426941,18.5222625732,18.4695358276,18.4239501953,18.3855285645,18.3543682098,18.3305454254,18.3141021729,18.3050537109,18.3034286499,18.309211731,18.3224124908,18.3429870605,18.3707790375,18.3000354767,18.2326183319,18.1722145081,18.0771961212,17.9211540222,17.7678184509,17.6179447174,17.4718837738,17.3288154602,17.1899814606,17.0558223724,16.9266338348,16.8026847839,16.6842365265,16.5715122223,16.4647159576,16.3640975952,16.2698612213,16.1821975708,16.0938034058,16.0099391937,15.9329004288,15.8628463745,15.7998933792,15.7441558838,15.6957626343,15.6547813416,15.6212835312,15.5953569412,15.5770187378,15.5662612915,15.5631637573,15.5677204132,15.5799255371,15.5997743607,15.627207756,15.6621837616,15.7045497894,15.7540769577,15.8109140396,15.8749513626,15.9458351135,16.0235519409,16.1080875397,16.1991329193,16.2961559296,16.3847732544,16.4629192352,16.5478553772,16.6394042969,16.736661911,16.8394527435,16.9450111389,17.0553913116,17.1714477539,17.2922897339,17.4182567596,17.5493392944,17.6852779388,17.8257770538,17.9705314636,18.118970871,18.2706928253,18.4256916046,18.5835914612,18.7440013885,18.9064941406,19.0705032349,19.2358150482,19.4019985199,19.5686035156,19.7351760864,19.9012527466,20.0663719177,20.2300739288,20.3919029236,20.551410675,20.7081604004,20.8617343903,21.0117225647,21.1577358246,21.2994098663,21.4364051819,21.5684051514,21.6951084137,21.8259277344,21.9559459686,22.0817222595,22.2025775909,22.3182754517,22.4288387299,22.534740448,22.5816707611
