,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
0,-117.124664307,-117.279632568,-117.443656921,-117.609222412,-117.775009155,-117.880187988,-117.958122253,-118.035842896,-118.113342285,-118.190635681,-118.267700195,-118.344558716,-118.421211243,-118.497642517,-118.573875427,-118.701095581,-118.865432739,-119.02973175,-119.194000244,-119.358222961,-119.522407532,-119.686561584,-119.850669861,-120.01473999,-120.178771973,-120.342765808,-120.506713867,-120.670623779,-120.834495544,-120.998329163,-121.162117004,-121.325866699,-121.489578247,-121.653244019,-121.816864014,-121.964233398,-122.101226807,-122.234695435,-122.365028381,-122.490715027,-122.614280701,-122.733856201,-122.84803772,-122.981445312,-123.11618042,-123.246643066,-123.372497559,-123.493408203,-123.609016418,-123.722221375,-123.829948425,-123.931510925,-124.026512146,-124.114593506,-124.195335388,-124.268363953,-124.333305359,-124.389785767,-124.437438965,-124.486846924,-124.580123901,-124.687507629,-124.810661316,-124.935913086,-125.056251526,-125.171302795,-125.280792236,-125.385375977,-125.483604431,-125.575042725,-125.659301758,-125.735923767,-125.83506012,-125.968399048,-126.0989151,-126.224967957,-126.346206665,-126.462257385,-126.572746277,-126.677268982,-126.775413513,-126.866737366,-126.950836182,-127.02721405,-127.095466614,-127.155151367,-127.239875793,-127.345832825,-127.44556427,-127.538597107,-127.624450684,-127.703407288,-127.775611877,-127.839347839,-127.894187927,-127.939697266,-128.041473389,-128.143234253,-128.238372803,-128.326446533,-128.407058716,-128.490646362,-128.566390991,-128.633758545,-128.69229126,-128.741516113,-128.780990601,-128.810317993,-128.829177856,-128.83732605,-128.834609985,-128.820953369,-128.796432495,-128.761199951,-128.762451172,-128.797180176,-128.851409912,-128.924346924,-128.988540649,-129.04347229,-129.088607788,-129.123519897,-129.147766113,-129.161026001,-129.163085938,-129.153823853,-129.133255005,-129.101501465,-129.058837891,-129.005599976,-128.942260742,-128.895202637,-128.846710205,-128.787811279,-128.756011963,-128.753463745,-128.760345459,-128.755554199,-128.741958618,-128.737762451,-128.739318848,-128.792205811,-128.834976196,-128.86680603,-128.887237549,-128.969406128,-129.060348511,-129.081329346,-128.941955566,-128.800186157,-128.655700684,-128.511047363,-128.36618042,-128.22114563,-128.075912476,-127.930496216,-127.784896851,-127.63809967,-127.489311218,-127.340354919,-127.19090271,-127.036399841,-126.881767273,-126.727012634,-126.575012207,-126.423980713,-126.272796631,-126.12146759,-125.969985962,-125.814346313,-125.654968262,-125.49546051,-125.337539673,-125.187225342,-125.031059265,-124.866081238
1,32.5342750549,32.5563468933,32.5858840942,32.6046409607,32.6217575073,32.5251922607,32.377872467,32.2304382324,32.0828857422,31.9352226257,31.7874469757,31.6395606995,31.491563797,31.3434562683,31.1952438354,31.1168727875,31.0891075134,31.0611248016,31.0329208374,31.0044956207,30.9758529663,30.9469928741,30.9179096222,30.8886108398,30.8590908051,30.8293533325,30.7993965149,30.7692203522,30.7388248444,30.7082118988,30.6773796082,30.6463298798,30.6150608063,30.583574295,30.5518684387,30.6045627594,30.69947052,30.7992687225,30.9031295776,31.0125637054,31.1243972778,31.2404766083,31.3618679047,31.4604530334,31.5585365295,31.6622390747,31.7714805603,31.8861732483,32.0061988831,32.1285057068,32.2556610107,32.3877830505,32.5247001648,32.6661720276,32.8119544983,32.9617462158,33.1152191162,33.2720031738,33.4316902161,33.5904388428,33.7253379822,33.8527793884,33.9642181396,34.0741500854,34.1894454956,34.3100128174,34.4356536865,34.5653991699,34.7000236511,34.8393440247,34.9831237793,35.131111145,35.2585754395,35.3585548401,35.462184906,35.5712013245,35.685546875,35.8051452637,35.9299125671,36.0597076416,36.1943893433,36.3337898254,36.4776611328,36.6257743835,36.7778015137,36.9333877563,37.0730743408,37.2017059326,37.3352203369,37.4734840393,37.6163139343,37.7630805969,37.9132728577,38.0672454834,38.2246055603,38.3849143982,38.5151443481,38.6471252441,38.7839393616,38.9254188538,39.071269989,39.2154350281,39.3638763428,39.516292572,39.6723175049,39.8315238953,39.9934234619,40.157459259,40.3230285645,40.4894676208,40.6560821533,40.8221588135,40.9869804382,41.149848938,41.3109397888,41.4739189148,41.6290817261,41.7789230347,41.9327011108,42.0900306702,42.2504386902,42.4133796692,42.5782394409,42.7443466187,42.9109687805,43.0773429871,43.2427024841,43.4062843323,43.567363739,43.7252693176,43.8794021606,44.0386543274,44.1980743408,44.3539581299,44.5146522522,44.6812477112,44.8477363586,45.0142974854,45.180393219,45.3463134766,45.5128440857,45.6708564758,45.831905365,45.9954719543,46.1608467102,46.3046112061,46.4436149597,46.5608558655,46.6522407532,46.7397613525,46.8228492737,46.9056129456,46.9880447388,47.0701446533,47.1519126892,47.2333526611,47.3144569397,47.393321991,47.4684143066,47.5431861877,47.6168785095,47.6793746948,47.7415618896,47.803440094,47.8716659546,47.9421386719,48.0122909546,48.0821228027,48.1516304016,48.2102508545,48.259021759,48.3073196411,48.3586387634,48.430644989,48.4875411987,48.5051498413
